শনিবার (২৭ আগস্ট) রাতে পটুয়াখালী সদর থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মো. মনিরুজ্জামান এ তথ্য নিশ্চিত করেছেন।
সব	DET	B-OTH
ক্ষেত্রেই	NNC	B-OTH
পরিমাপের	NNC	B-OTH
গুরুত্ব	NNC	B-OTH
অপরিসীম।	ADJ	B-OTH

যেসব কম্পিউটার সিস্টেমে সফটওয়্যার নিরাপত্তাব্যবস্থায় ত্রুটি থাকে, সেসব স্থানে ম্যালওয়্যার তৈরি করা সহজ।
যেসব	DET	B-OTH
কম্পিউটার	NNC	B-OTH
সিস্টেমে	NNC	B-OTH
সফটওয়্যার	NNC	B-OTH
নিরাপত্তাব্যবস্থায়	NNC	B-OTH
ত্রুটি	NNC	B-OTH
থাকে,	VF	B-OTH
সেসব	DET	B-OTH
স্থানে	NNC	B-OTH
ম্যালওয়্যার	NNC	B-OTH
তৈরি	NNC	B-OTH
করা	NNC	B-OTH
সহজ।	ADJ	B-OTH

লেখক : বিজনেস ব্র্যান্ড ক্যাটালিস্ট ও
লেখক	NNC	B-PER
:	PUNCT	B-OTH
বিজনেস	NNC	B-OTH
ব্র্যান্ড	NNC	B-OTH
ক্যাটালিস্ট	NNC	B-PER
ও	CONJ	B-OTH

আর সরকারের এ উদ্যোগে তার দলের সমর্থন, সহযোগিতা থাকবে বলেও জানিয়েছেন তিনি।
আর	CONJ	B-OTH
সরকারের	NNC	B-ORG
এ	DET	B-OTH
উদ্যোগে	NNC	B-OTH
তার	PRO	B-OTH
দলের	NNC	B-ORG
সমর্থন,	NNC	B-OTH
সহযোগিতা	NNC	B-OTH
থাকবে	VF	B-OTH
বলেও	PP	B-OTH
জানিয়েছেন	VF	B-OTH
তিনি।	PRO	B-OTH

বাংলাদেশের যে কোনো স্থানে কাজের আগ্রহ থাকতে হবে।
বাংলাদেশের	NNP	B-GPE
যে	DET	B-OTH
কোনো	DET	B-OTH
স্থানে	NNC	B-OTH
কাজের	NNC	B-OTH
আগ্রহ	NNC	B-OTH
থাকতে	VNF	B-OTH
হবে।	VF	B-OTH

দলীয় সিদ্ধান্ত অমান্য করে স্থানীয় সরকার নির্বাচনে অংশ নেয়ায় বিএনপি থেকে আরও ৬১ জনকে বহিষ্কার করা হয়েছে।
দলীয়	ADJ	B-OTH
সিদ্ধান্ত	NNC	B-OTH
অমান্য	NNC	B-OTH
করে	VNF	B-OTH
স্থানীয়	ADJ	B-EVENT
সরকার	NNC	I-EVENT
নির্বাচনে	NNC	I-EVENT
অংশ	NNC	B-OTH
নেয়ায়	NNC	B-OTH
বিএনপি	NNP	B-ORG
থেকে	PP	B-OTH
আরও	ADJ	B-OTH
৬১	QF	B-NUM
জনকে	NNC	B-OTH
বহিষ্কার	NNC	B-OTH
করা	NNC	B-OTH
হয়েছে।	VF	B-OTH

বাম এবং ডান ইয়ারবডগুলি কারখানা ছাড়ার আগে টিডব্লিউএসের জুটি শেষ করেছে।
বাম	NNC	B-OTH
এবং	CONJ	B-OTH
ডান	NNC	B-OTH
ইয়ারবডগুলি	NNC	B-OTH
কারখানা	NNC	B-OTH
ছাড়ার	NNC	B-OTH
আগে	PP	B-OTH
টিডব্লিউএসের	NNP	B-OTH
জুটি	NNC	B-OTH
শেষ	NNC	B-OTH
করেছে।	VF	B-OTH

বিভাগের নাম: স্মল অ্যাপ্লায়েন্স প্রোডকস
বিভাগের	NNC	B-OTH
নাম:	NNC	B-OTH
স্মল	NNP	B-OTH
অ্যাপ্লায়েন্স	NNP	B-OTH
প্রোডকস	NNP	B-OTH

ওদের আছে অনেক আশা, ওরা করুক অনেক জড়ো--
ওদের	PRO	B-OTH
আছে	VF	B-OTH
অনেক	ADJ	B-OTH
আশা,	NNC	B-OTH
ওরা	PRO	B-OTH
করুক	VF	B-OTH
অনেক	ADJ	B-OTH
জড়ো--	NNC	B-OTH

মাদারীপুর সংবাদদাতা: পদ্মা সেতু চালুর পর মাদারীপুরে এবার প্রযুক্তি শিক্ষা ও গবেষণা কেন্দ্র চালু করতে যাচ্ছে সরকার।
মাদারীপুর	NNP	B-GPE
সংবাদদাতা:	NNP	B-OTH
পদ্মা	NNP	B-LOC
সেতু	NNC	I-LOC
চালুর	NNC	B-OTH
পর	PP	B-OTH
মাদারীপুরে	NNP	B-GPE
এবার	ADV	B-OTH
প্রযুক্তি	NNC	B-ORG
শিক্ষা	NNC	I-ORG
ও	CONJ	I-ORG
গবেষণা	NNC	I-ORG
কেন্দ্র	NNC	I-ORG
চালু	NNC	B-OTH
করতে	VNF	B-OTH
যাচ্ছে	VF	B-OTH
সরকার।	NNC	B-ORG

আল-আরাফাহ্ ইসলামী ব্যাংক পিএলসি. এর বার্ষিক ব্যবসা উন্নয়ন সম্মেলন-২০২৪ রাজধানীর হোটেল ইন্টারকন্টিন্টোল, ঢাকার বলরুমে অনুষ্ঠিত হয়েছে।
আল-আরাফাহ্	NNP	B-ORG
ইসলামী	NNP	I-ORG
ব্যাংক	NNP	I-ORG
পিএলসি.	NNP	I-ORG
এর	PART	B-OTH
বার্ষিক	ADJ	B-OTH
ব্যবসা	NNC	B-EVENT
উন্নয়ন	NNC	B-EVENT
সম্মেলন-২০২৪	NNP	B-EVENT
রাজধানীর	NNC	B-OTH
হোটেল	NNC	B-LOC
ইন্টারকন্টিন্টোল,	NNP	I-LOC
ঢাকার	NNP	B-GPE
বলরুমে	NNC	B-OTH
অনুষ্ঠিত	ADJ	B-OTH
হয়েছে।	VF	B-OTH

ভারত মহাসাগরের বাণিজ্য, বিপর্যয় মোকাবিলা নিয়ে সম্প্রতি একটি বৈঠকের আয়োজন করেছে চীন।
ভারত	NNP	B-LOC
মহাসাগরের	NNP	I-LOC
বাণিজ্য,	NNC	B-OTH
বিপর্যয়	NNC	B-OTH
মোকাবিলা	NNC	B-OTH
নিয়ে	PP	B-OTH
সম্প্রতি	ADV	B-OTH
একটি	QF	B-NUM
বৈঠকের	NNC	B-EVENT
আয়োজন	NNC	B-OTH
করেছে	VF	B-OTH
চীন।	NNP	B-GPE

বন্দীদের বিনোদনের জন্য প্রতিটি জেল খানায় ইনডোর ও আউটডোর
বন্দীদের	NNC	B-PER
বিনোদনের	NNC	B-OTH
জন্য	PP	B-OTH
প্রতিটি	DET	B-OTH
জেল	NNC	B-OTH
খানায়	NNC	B-OTH
ইনডোর	NNC	B-OTH
ও	CONJ	B-OTH
আউটডোর	NNC	B-OTH

যন্ত্রের মত হাত লাগায় শম্ভুনাথ।
যন্ত্রের	NNC	B-OTH
মত	PP	B-OTH
হাত	NNC	B-OTH
লাগায়	VF	B-OTH
শম্ভুনাথ।	NNP	B-PER

সেখানে সাদ্দাম বলেন, ‘আন্দোলনে জনদুর্ভোগ কমাতে হবে।
সেখানে	ADV	B-OTH
সাদ্দাম	NNP	B-PER
বলেন,	VF	B-OTH
‘আন্দোলনে	PUNCT	B-OTH
জনদুর্ভোগ	NNC	B-OTH
কমাতে	VNF	B-OTH
হবে।	VF	B-OTH

টাইমারের দুটি বিকল্প রয়েছে: স্টপওয়াচ এবং কাউন্টডাউন।
টাইমারের	NNC	B-OTH
দুটি	QF	B-NUM
বিকল্প	NNC	B-OTH
রয়েছে:	VF	B-OTH
স্টপওয়াচ	NNC	B-OTH
এবং	CONJ	B-OTH
কাউন্টডাউন।	NNC	B-OTH

জলবায়ুজনিত ঝুঁকিপূর্ণ দেশের তালিকায় বাংলাদেশ অন্যতম।
জলবায়ুজনিত	ADJ	B-OTH
ঝুঁকিপূর্ণ	ADJ	B-OTH
দেশের	NNC	B-OTH
তালিকায়	NNC	B-OTH
বাংলাদেশ	NNP	B-GPE
অন্যতম।	ADJ	B-OTH

(১৯ ফেব্রুয়ারি- ২০ মার্চ): নিজের একক ব্যবসা থেকে কিছু টাকা উঠাতে পারেন পারিশ্রমিক হিসেবে।
(১৯	PUNCT	B-OTH
ফেব্রুয়ারি-	NNP	B-D&T
২০	QF	B-D&T
মার্চ):	NNP	B-D&T
নিজের	PRO	B-OTH
একক	ADJ	B-OTH
ব্যবসা	NNC	B-OTH
থেকে	PP	B-OTH
কিছু	ADJ	B-OTH
টাকা	NNC	B-OTH
উঠাতে	VNF	B-OTH
পারেন	VF	B-OTH
পারিশ্রমিক	NNC	B-OTH
হিসেবে।	PP	B-OTH

১৯৮৬ সালের গানের অনুষ্ঠানের শিল্পী ছিলেন ইকবাল বানো।
১৯৮৬	QF	B-D&T
সালের	NNC	I-D&T
গানের	NNC	B-OTH
অনুষ্ঠানের	NNC	B-EVENT
শিল্পী	NNC	B-PER
ছিলেন	VF	B-OTH
ইকবাল	NNP	B-PER
বানো।	NNP	I-PER

অভিজিৎ রায়ের অষ্টম মৃত্যুবার্ষিকীতে বইমেলা অভিজিৎ রায়কে আর স্মরণ করে না।
অভিজিৎ	NNP	B-PER
রায়ের	NNP	I-PER
অষ্টম	ADJ	B-NUM
মৃত্যুবার্ষিকীতে	NNC	B-EVENT
বইমেলা	NNC	B-EVENT
অভিজিৎ	NNP	B-PER
রায়কে	NNP	I-PER
আর	ADV	B-OTH
স্মরণ	NNC	B-OTH
করে	VF	B-OTH
না।	ADV	B-OTH

রোববার (১৩ নভেম্বর) বিকেল ৩টায় চিকিৎসাধীন কিশোর মো. সানি সরদারের (১২) মৃত্যু হয়।
রোববার	NNP	B-D&T
(১৩	PUNCT	B-OTH
নভেম্বর)	NNP	B-D&T
বিকেল	NNC	B-D&T
৩টায়	QF	I-D&T
চিকিৎসাধীন	ADJ	B-OTH
কিশোর	NNC	B-PER
মো.	NNP	B-PER
সানি	NNP	I-PER
সরদারের	NNP	I-PER
(১২)	PUNCT	B-OTH
মৃত্যু	NNC	B-OTH
হয়।	VF	B-OTH

দুর্ঘটনায় আহতদের কয়েকজনের অবস্থা গুরুতর।
দুর্ঘটনায়	NNC	B-OTH
আহতদের	NNC	B-PER
কয়েকজনের	NNC	B-OTH
অবস্থা	NNC	B-OTH
গুরুতর।	ADJ	B-OTH

শীতের সময়টাতে খেজুর গুড়ের তৈরির নানা ধরনের পিঠা পায়েস খাওয়ার ধুম পড়ে যায়।
শীতের	NNC	B-OTH
সময়টাতে	NNC	B-OTH
খেজুর	NNC	B-OTH
গুড়ের	NNC	B-OTH
তৈরির	NNC	B-OTH
নানা	ADJ	B-OTH
ধরনের	NNC	B-OTH
পিঠা	NNC	B-OTH
পায়েস	NNC	B-OTH
খাওয়ার	NNC	B-OTH
ধুম	NNC	B-OTH
পড়ে	VNF	B-OTH
যায়।	VF	B-OTH

আজ স্বাস্থ্য অধিদপ্তরের প্রেস বিজ্ঞপ্তিতে এ তথ্য জানানো হয়েছে।
আজ	NNC	B-D&T
স্বাস্থ্য	NNC	B-ORG
অধিদপ্তরের	NNC	I-ORG
প্রেস	NNC	B-OTH
বিজ্ঞপ্তিতে	NNC	B-OTH
এ	DET	B-OTH
তথ্য	NNC	B-OTH
জানানো	NNC	B-OTH
হয়েছে।	VF	B-OTH

করোনাভাইরাসে আক্রান্ত হওয়ার পর একজন মানুষের শরীরে বিভিন্ন শারীরিক সমস্যা দেখা দিতে পারে।
করোনাভাইরাসে	NNP	B-MISC
আক্রান্ত	ADJ	B-OTH
হওয়ার	NNC	B-OTH
পর	PP	B-OTH
একজন	ADJ	B-OTH
মানুষের	NNC	B-PER
শরীরে	NNC	B-OTH
বিভিন্ন	ADJ	B-OTH
শারীরিক	ADJ	B-OTH
সমস্যা	NNC	B-OTH
দেখা	NNC	B-OTH
দিতে	VNF	B-OTH
পারে।	VF	B-OTH

শিক্ষার্থীরা বলেন, আমরা তাদের (র‌্যাব ও ডিবি) সঙ্গে সাক্ষাৎকারের সময় মূলত পাঁচটি বিষয়ে প্রশ্ন তুলি।
শিক্ষার্থীরা	NNC	B-PER
বলেন,	VF	B-OTH
আমরা	PRO	B-OTH
তাদের	PRO	B-OTH
(র‌্যাব	PUNCT	B-OTH
ও	CONJ	B-OTH
ডিবি)	NNP	B-ORG
সঙ্গে	PP	B-OTH
সাক্ষাৎকারের	NNC	B-OTH
সময়	NNC	B-OTH
মূলত	ADV	B-OTH
পাঁচটি	QF	B-NUM
বিষয়ে	NNC	B-OTH
প্রশ্ন	NNC	B-OTH
তুলি।	VF	B-OTH

রাজধানীর যানজট একদিনে শুরু হয়নি।
রাজধানীর	NNC	B-OTH
যানজট	NNC	B-OTH
একদিনে	NNC	B-OTH
শুরু	NNC	B-OTH
হয়নি।	VF	B-OTH

যুক্তরাজ্যের ১৮টি সক্রিয় মানবাধিকার সংগঠন র‌্যালি ও সমাবেশ  করেছে।
যুক্তরাজ্যের	NNP	B-GPE
১৮টি	QF	B-NUM
সক্রিয়	ADJ	B-OTH
মানবাধিকার	NNC	B-ORG
সংগঠন	NNC	I-ORG
র‌্যালি	NNC	B-EVENT
ও	CONJ	B-OTH
সমাবেশ	NNC	B-EVENT
করেছে।	VF	B-OTH

এদিকে, মেলায় দর্শনার্থী ও বই প্রেমীদের নিরাপত্তার কথা চিন্তা করে পুরো মেলায় বসানো হয়েছে সিসিটিভি ক্যামেরা।
এদিকে,	ADV	B-OTH
মেলায়	NNC	B-EVENT
দর্শনার্থী	NNC	B-PER
ও	CONJ	B-OTH
বই	NNC	B-OTH
প্রেমীদের	NNC	B-PER
নিরাপত্তার	NNC	B-OTH
কথা	NNC	B-OTH
চিন্তা	NNC	B-OTH
করে	VNF	B-OTH
পুরো	ADJ	B-OTH
মেলায়	NNC	B-EVENT
বসানো	NNC	B-OTH
হয়েছে	VF	B-OTH
সিসিটিভি	NNC	B-OTH
ক্যামেরা।	NNC	B-OTH

গানকে ভালবাসলেও তাকে পেশা হিসেবে নির্বাচন করতে চাননি অরুন্ধতী।
গানকে	NNC	B-OTH
ভালবাসলেও	NNC	B-OTH
তাকে	PRO	B-OTH
পেশা	NNC	B-OTH
হিসেবে	PP	B-OTH
নির্বাচন	NNC	B-OTH
করতে	VNF	B-OTH
চাননি	VF	B-OTH
অরুন্ধতী।	NNP	B-PER

তিনি বলেন, “চট্টগ্রামে যেসব কেন্দ্রে টিকা দেওয়া হচ্ছে সেখানে মানুষের ভিড় সামাল দিতে বুথের সংখ্যা বাড়ানো হচ্ছে।
তিনি	PRO	B-OTH
বলেন,	VF	B-OTH
“চট্টগ্রামে	PUNCT	B-OTH
যেসব	DET	B-OTH
কেন্দ্রে	NNC	B-OTH
টিকা	NNC	B-OTH
দেওয়া	NNC	B-OTH
হচ্ছে	VF	B-OTH
সেখানে	ADV	B-OTH
মানুষের	NNC	B-PER
ভিড়	NNC	B-OTH
সামাল	NNC	B-OTH
দিতে	VNF	B-OTH
বুথের	NNC	B-OTH
সংখ্যা	NNC	B-OTH
বাড়ানো	NNC	B-OTH
হচ্ছে।	VF	B-OTH

বৃহস্পতিবার এক ভার্চুয়াল সংবাদ সম্মেলনে এই নিলামের ঘোষণা দেন সোথবি'স এর সিইও চার্লস স্টুয়ার্ট।
বৃহস্পতিবার	NNP	B-D&T
এক	QF	B-NUM
ভার্চুয়াল	ADJ	B-EVENT
সংবাদ	NNC	I-EVENT
সম্মেলনে	NNC	I-EVENT
এই	DET	B-OTH
নিলামের	NNC	B-OTH
ঘোষণা	NNC	B-OTH
দেন	VF	B-OTH
সোথবি'স	NNP	B-ORG
এর	PART	B-OTH
সিইও	NNC	B-PER
চার্লস	NNP	B-PER
স্টুয়ার্ট।	NNP	I-PER

মীন রাশির জাতক জাতিকার দিনটি কর্মক্ষেত্রে সাফল্যের।
মীন	NNP	B-OTH
রাশির	NNC	B-OTH
জাতক	NNC	B-PER
জাতিকার	NNC	B-PER
দিনটি	NNC	B-OTH
কর্মক্ষেত্রে	NNC	B-OTH
সাফল্যের।	NNC	B-OTH

আনোয়ার হোসেইন মঞ্জু যুক্তরাষ্ট্র প্রবাসী সাংবাদিক ও অনুবাদক।
আনোয়ার	NNP	B-PER
হোসেইন	NNP	I-PER
মঞ্জু	NNP	I-PER
যুক্তরাষ্ট্র	NNP	B-GPE
প্রবাসী	ADJ	B-PER
সাংবাদিক	NNC	B-PER
ও	CONJ	B-OTH
অনুবাদক।	NNC	B-PER

উল্লেখ্য, গত ৫ তারিখে নদিয়ার হাঁসখালি থানার শ্যামনগরে এক নাবালিকাকে ধর্ষণের অভিযোগ ওঠে।
উল্লেখ্য,	ADV	B-OTH
গত	ADJ	B-D&T
৫	QF	I-D&T
তারিখে	NNC	I-D&T
নদিয়ার	NNP	B-GPE
হাঁসখালি	NNP	B-LOC
থানার	NNC	B-OTH
শ্যামনগরে	NNP	B-LOC
এক	QF	B-NUM
নাবালিকাকে	NNC	B-PER
ধর্ষণের	NNC	B-OTH
অভিযোগ	NNC	B-OTH
ওঠে।	VF	B-OTH

হিন্দুত্ববাদের দোহাই দিয়ে বাদ দেয়া হয়েছে প্রগতিশীল লেখকদের গল্প, কবিতা।
হিন্দুত্ববাদের	NNC	B-OTH
দোহাই	NNC	B-OTH
দিয়ে	VNF	B-OTH
বাদ	NNC	B-OTH
দেয়া	NNC	B-OTH
হয়েছে	VF	B-OTH
প্রগতিশীল	ADJ	B-OTH
লেখকদের	NNC	B-PER
গল্প,	NNC	B-OTH
কবিতা।	NNC	B-OTH

২. পশুপাখিদের শান্তি ও নিরাপত্তা বিঘ্নিত হতে পারে এমন কাজ থেকে যেন এই বনাঞ্চল মুক্ত থাকে।
২.	OTH	B-NUM
পশুপাখিদের	NNC	B-OTH
শান্তি	NNC	B-OTH
ও	CONJ	B-OTH
নিরাপত্তা	NNC	B-OTH
বিঘ্নিত	ADJ	B-OTH
হতে	VNF	B-OTH
পারে	VF	B-OTH
এমন	ADJ	B-OTH
কাজ	NNC	B-OTH
থেকে	PP	B-OTH
যেন	ADV	B-OTH
এই	DET	B-OTH
বনাঞ্চল	NNC	B-OTH
মুক্ত	ADJ	B-OTH
থাকে।	VF	B-OTH

সম্প্রতি সাফল্যের স্বীকৃতিও পেয়েছেন এ নারী উদ্যোক্তা।
সম্প্রতি	ADV	B-OTH
সাফল্যের	NNC	B-OTH
স্বীকৃতিও	NNC	B-OTH
পেয়েছেন	VF	B-OTH
এ	DET	B-OTH
নারী	NNC	B-PER
উদ্যোক্তা।	NNC	B-PER

সভা শেষে অর্থমন্ত্রী সাংবাদিকদের বলেন, কিছু শর্ত দিয়ে আমরা নীতিগত অনুমোদন দিয়েছি।
সভা	NNC	B-EVENT
শেষে	NNC	B-OTH
অর্থমন্ত্রী	NNC	B-PER
সাংবাদিকদের	NNC	B-PER
বলেন,	VF	B-OTH
কিছু	ADJ	B-OTH
শর্ত	NNC	B-OTH
দিয়ে	VNF	B-OTH
আমরা	PRO	B-OTH
নীতিগত	ADJ	B-OTH
অনুমোদন	NNC	B-OTH
দিয়েছি।	VF	B-OTH

রবীন্দ্র বিশ্ববিদ্যালয়ের সমাজবিজ্ঞান বিভাগের শিক্ষক
রবীন্দ্র	NNP	B-ORG
বিশ্ববিদ্যালয়ের	NNP	I-ORG
সমাজবিজ্ঞান	NNP	B-ORG
বিভাগের	NNP	I-ORG
শিক্ষক	NNC	B-PER

স্পিকার বলেন, কৃষকদের নিরলস পরিশ্রমেই ষোলকোটি মানুষের খাদ্য নিরাপত্তা নিশ্চিত হয়।
স্পিকার	NNC	B-PER
বলেন,	VF	B-OTH
কৃষকদের	NNC	B-PER
নিরলস	ADJ	B-OTH
পরিশ্রমেই	NNC	B-OTH
ষোলকোটি	QF	B-NUM
মানুষের	NNC	B-PER
খাদ্য	NNC	B-OTH
নিরাপত্তা	NNC	B-OTH
নিশ্চিত	ADJ	B-OTH
হয়।	VF	B-OTH

যুক্তরাষ্ট্রে নতুন করে শনাক্ত হয়েছে ৮০ হাজার ৪৫৮ জন এবং মারা গেছেন ৩৫৬ জন।
যুক্তরাষ্ট্রে	NNP	B-GPE
নতুন	ADJ	B-OTH
করে	ADV	B-OTH
শনাক্ত	NNC	B-OTH
হয়েছে	VF	B-OTH
৮০	QF	B-NUM
হাজার	QF	I-NUM
৪৫৮	QF	I-NUM
জন	NNC	B-OTH
এবং	CONJ	B-OTH
মারা	NNC	B-OTH
গেছেন	VF	B-OTH
৩৫৬	QF	B-NUM
জন।	NNC	B-OTH

বাংলায় সাম্প্রতিক যা কিছু পড়েছি বা পড়ি, তার থেকে বুঝতে পারি বাংলা উপন্যাসের জগত এখন কেবলই ভনিতাময়।
বাংলায়	NNP	B-MISC
সাম্প্রতিক	ADJ	B-OTH
যা	PRO	B-OTH
কিছু	PRO	B-OTH
পড়েছি	VF	B-OTH
বা	CONJ	B-OTH
পড়ি,	VF	B-OTH
তার	PRO	B-OTH
থেকে	PP	B-OTH
বুঝতে	VNF	B-OTH
পারি	VF	B-OTH
বাংলা	NNP	B-MISC
উপন্যাসের	NNC	B-OTH
জগত	NNC	B-OTH
এখন	ADV	B-OTH
কেবলই	ADJ	B-OTH
ভনিতাময়।	ADJ	B-OTH

গত ২৪ ঘণ্টায় করোনা ভাইরাসে আরও দুইজনরে মৃত্যু হয়েছে।
গত	ADJ	B-OTH
২৪	QF	B-NUM
ঘণ্টায়	NNC	B-UNIT
করোনা	NNP	B-MISC
ভাইরাসে	NNC	B-OTH
আরও	ADJ	B-OTH
দুইজনরে	NNC	B-OTH
মৃত্যু	NNC	B-OTH
হয়েছে।	VF	B-OTH

পর্যবেক্ষকরা মনে করেন, সরকারকে প্রতিটি পণ্যের ব্যাপারেই একই রকম কঠোর নীতি ও মনোভাব গ্রহণ করতে হবে।
পর্যবেক্ষকরা	NNC	B-PER
মনে	NNC	B-OTH
করেন,	VF	B-OTH
সরকারকে	NNC	B-ORG
প্রতিটি	DET	B-OTH
পণ্যের	NNC	B-OTH
ব্যাপারেই	NNC	B-OTH
একই	ADJ	B-OTH
রকম	NNC	B-OTH
কঠোর	ADJ	B-OTH
নীতি	NNC	B-OTH
ও	CONJ	B-OTH
মনোভাব	NNC	B-OTH
গ্রহণ	NNC	B-OTH
করতে	VNF	B-OTH
হবে।	VF	B-OTH

তিনি গতকাল শুক্রবার বিকালে চুনারুঘাট উপজেলা হলরুমে সাহিত্য মেলার সমাপনী অনুষ্ঠানে প্রধান অতিথির বক্তব্যে এসব কথাগুলো বলেন।
তিনি	PRO	B-OTH
গতকাল	NNC	B-D&T
শুক্রবার	NNP	I-D&T
বিকালে	NNC	I-D&T
চুনারুঘাট	NNP	B-GPE
উপজেলা	NNC	B-OTH
হলরুমে	NNC	B-OTH
সাহিত্য	NNC	B-EVENT
মেলার	NNC	I-EVENT
সমাপনী	ADJ	B-EVENT
অনুষ্ঠানে	NNC	I-EVENT
প্রধান	ADJ	B-PER
অতিথির	NNC	I-PER
বক্তব্যে	NNC	B-OTH
এসব	DET	B-OTH
কথাগুলো	NNC	B-OTH
বলেন।	VF	B-OTH

এ বিষয়ে আদিল ভাইয়েরও একটা লেখা আছে।
এ	DET	B-OTH
বিষয়ে	NNC	B-OTH
আদিল	NNP	B-PER
ভাইয়েরও	NNC	B-PER
একটা	QF	B-NUM
লেখা	NNC	B-OTH
আছে।	VF	B-OTH

সরকারপ্রধান হিসেবে কোনো ধরনের ব্যর্থতার অভিযোগ অস্বীকার করেছেন ৬৯ বছর বয়সী প্রায়ুত চান-ওচা।
সরকারপ্রধান	NNC	B-PER
হিসেবে	PP	B-OTH
কোনো	DET	B-OTH
ধরনের	NNC	B-OTH
ব্যর্থতার	NNC	B-OTH
অভিযোগ	NNC	B-OTH
অস্বীকার	NNC	B-OTH
করেছেন	VF	B-OTH
৬৯	QF	B-NUM
বছর	NNC	B-UNIT
বয়সী	ADJ	B-OTH
প্রায়ুত	NNP	B-PER
চান-ওচা।	NNP	I-PER

ফরিদপুরে কারফিউ শিথিল থাকায় শহর ও বিভিন্ন রুটে বেড়েছে যানবাহনের চাপ।
ফরিদপুরে	NNP	B-GPE
কারফিউ	NNC	B-OTH
শিথিল	ADJ	B-OTH
থাকায়	VNF	B-OTH
শহর	NNC	B-OTH
ও	CONJ	B-OTH
বিভিন্ন	ADJ	B-OTH
রুটে	NNC	B-OTH
বেড়েছে	VF	B-OTH
যানবাহনের	NNC	B-OTH
চাপ।	NNC	B-OTH

ছাত্রীবৃন্দ শোক প্রকাশ করেন ও শোকাহত পরিবারের প্রতি সমবেদনা জানান।
ছাত্রীবৃন্দ	NNC	B-PER
শোক	NNC	B-OTH
প্রকাশ	NNC	B-OTH
করেন	VF	B-OTH
ও	CONJ	B-OTH
শোকাহত	ADJ	B-OTH
পরিবারের	NNC	B-OTH
প্রতি	PP	B-OTH
সমবেদনা	NNC	B-OTH
জানান।	VF	B-OTH

অধিকাংশ স্থানে বৃষ্টিপাত না হওয়ার জন্য দায়ী জেট স্ট্রিম।
অধিকাংশ	ADJ	B-OTH
স্থানে	NNC	B-OTH
বৃষ্টিপাত	NNC	B-OTH
না	ADV	B-OTH
হওয়ার	NNC	B-OTH
জন্য	PP	B-OTH
দায়ী	ADJ	B-OTH
জেট	NNC	B-OTH
স্ট্রিম।	NNC	B-OTH

বঙ্গবন্ধু শেখ মুজিবুর রহমানের সেই ঐতিহাসিক ভাষণ আমরা সবাই শুনেছি ।
বঙ্গবন্ধু	NNP	B-PER
শেখ	NNP	B-PER
মুজিবুর	NNP	I-PER
রহমানের	NNP	I-PER
সেই	DET	B-OTH
ঐতিহাসিক	ADJ	B-OTH
ভাষণ	NNC	B-OTH
আমরা	PRO	B-OTH
সবাই	PRO	B-OTH
শুনেছি	VF	B-OTH
।	PUNCT	B-OTH

রাষ্ট্রপক্ষ আপিল বিভাগের রায় রিভিউ চেয়ে আবেদন করে।
রাষ্ট্রপক্ষ	NNC	B-OTH
আপিল	NNC	B-ORG
বিভাগের	NNC	I-ORG
রায়	NNC	B-OTH
রিভিউ	NNC	B-OTH
চেয়ে	VNF	B-OTH
আবেদন	NNC	B-OTH
করে।	VF	B-OTH

সভার সভাপতিত্ব করেন ট্রাফিক-ওয়ারী বিভাগের উপ-পুলিশ কমিশনার মোহাম্মাদ নাজির আহমেদ খাঁন।
সভার	NNC	B-EVENT
সভাপতিত্ব	NNC	B-OTH
করেন	VF	B-OTH
ট্রাফিক-ওয়ারী	NNC	B-ORG
বিভাগের	NNC	I-ORG
উপ-পুলিশ	NNC	B-PER
কমিশনার	NNC	I-PER
মোহাম্মাদ	NNP	B-PER
নাজির	NNP	I-PER
আহমেদ	NNP	I-PER
খাঁন।	NNP	I-PER

চলতি বছরের ব্যবসায়িক লক্ষ্যমাত্রা অর্জনে জনতা ব্যাংক লিমিটেডের প্রধান কার্যালয়ে গতকাল আলোচনা সভা অনুষ্ঠিত হয়।
চলতি	ADJ	B-OTH
বছরের	NNC	B-OTH
ব্যবসায়িক	ADJ	B-OTH
লক্ষ্যমাত্রা	NNC	B-OTH
অর্জনে	NNC	B-OTH
জনতা	NNP	B-ORG
ব্যাংক	NNP	I-ORG
লিমিটেডের	NNC	I-ORG
প্রধান	ADJ	B-OTH
কার্যালয়ে	NNC	B-LOC
গতকাল	NNC	B-D&T
আলোচনা	NNC	B-EVENT
সভা	NNC	I-EVENT
অনুষ্ঠিত	ADJ	B-OTH
হয়।	VF	B-OTH

এ ছাড়া মোহাম্মদ আলী হাসপাতালেও আহত কয়েকজনকে ভর্তি করা হয়েছে।
এ	ADV	B-OTH
ছাড়া	ADV	B-OTH
মোহাম্মদ	NNP	B-ORG
আলী	NNP	I-ORG
হাসপাতালেও	NNP	I-ORG
আহত	ADJ	B-OTH
কয়েকজনকে	NNC	B-OTH
ভর্তি	NNC	B-OTH
করা	NNC	B-OTH
হয়েছে।	VF	B-OTH

